method,function_name,target,run_id,found,validated,best_chromosome,best_fitness,reached_branch,generation,evaluations,runtime,actual_output,actual_validated
GA_ADAPTIVE,shipping_discount,standard_discount,12,True,True,"[280.06950001334064, 78.2920796975503, True]",0.0,standard_discount,0,80,0.0001126670103985,standard_discount,True
GA_ADAPTIVE,shipping_discount,standard_discount,13,True,True,"[134.7984012939973, 82.2298939166885, True]",0.0,standard_discount,0,80,0.0001177919912151,standard_discount,True
GA_ADAPTIVE,shipping_discount,standard_discount,14,True,True,"[274.8990841316206, 5.5302216962816235, False]",0.0,standard_discount,0,80,0.0001144999987445,standard_discount,True
GA_ADAPTIVE,shipping_discount,standard_discount,15,True,True,"[132.18937155391163, 38.23998174075192, False]",0.0,standard_discount,0,80,0.0001255829993169,standard_discount,True
GA_ADAPTIVE,shipping_discount,standard_discount,16,True,True,"[124.54854689950857, 24.51892005457794, True]",0.0,standard_discount,0,80,0.0001218340039486,standard_discount,True
GA_ADAPTIVE,shipping_discount,standard_discount,17,True,True,"[280.93994975255026, 78.7447165048883, False]",0.0,standard_discount,0,80,0.0001117919891839,standard_discount,True
GA_ADAPTIVE,shipping_discount,standard_discount,18,True,True,"[194.73996026421617, 29.257294063937355, False]",0.0,standard_discount,0,80,0.0001139170053647,standard_discount,True
GA_ADAPTIVE,shipping_discount,standard_discount,19,True,True,"[170.61649824248045, 83.93816595368381, True]",0.0,standard_discount,0,80,0.0001102500100387,standard_discount,True
GA_ADAPTIVE,shipping_discount,standard_discount,20,True,True,"[287.4520919119988, 83.1641435851724, True]",0.0,standard_discount,0,80,0.0001160839892691,standard_discount,True
GA_ADAPTIVE,shipping_discount,standard_discount,21,True,True,"[101.12860932907694, 17.845116576704008, False]",0.0,standard_discount,0,80,0.0001190000039059,standard_discount,True
GA_ADAPTIVE,shipping_discount,standard_discount,22,True,True,"[108.95606105961349, 18.162862031820985, False]",0.0,standard_discount,0,80,0.0001150419993791,standard_discount,True
GA_ADAPTIVE,shipping_discount,standard_discount,23,True,True,"[233.97757331963334, 84.6799535870773, True]",0.0,standard_discount,0,80,0.000114083988592,standard_discount,True
GA_ADAPTIVE,shipping_discount,standard_discount,24,True,True,"[157.5561915243385, 87.36160061989557, False]",0.0,standard_discount,0,80,0.0001120829983847,standard_discount,True
GA_ADAPTIVE,shipping_discount,standard_discount,25,True,True,"[111.54082814302286, 84.95278441337119, True]",0.0,standard_discount,0,80,0.0001123749971156,standard_discount,True
GA_ADAPTIVE,shipping_discount,standard_discount,26,True,True,"[107.68853506963545, 68.8038485626634, True]",0.0,standard_discount,0,80,0.0001258330012205,standard_discount,True
GA_ADAPTIVE,shipping_discount,standard_discount,27,True,True,"[224.63851924000323, 75.17651390168555, True]",0.0,standard_discount,0,80,0.0001204589934786,standard_discount,True
GA_ADAPTIVE,shipping_discount,standard_discount,28,True,True,"[243.48780549035052, 64.07007640559647, True]",0.0,standard_discount,0,80,0.0001115420018322,standard_discount,True
GA_ADAPTIVE,shipping_discount,standard_discount,29,True,True,"[108.28363346210746, 30.374232870595485, True]",0.0,standard_discount,0,80,0.0001188329915748,standard_discount,True
GA_ADAPTIVE,sign_type,negative,0,True,True,[-486],0.0,negative,0,80,5.329099076334387e-05,negative,True
GA_ADAPTIVE,sign_type,negative,1,True,True,[-233],0.0,negative,0,80,5.3208001190796494e-05,negative,True
GA_ADAPTIVE,sign_type,negative,2,True,True,[-476],0.0,negative,0,80,5.324999801814556e-05,negative,True
GA_ADAPTIVE,sign_type,negative,3,True,True,[-161],0.0,negative,0,80,5.499999679159373e-05,negative,True
GA_ADAPTIVE,sign_type,negative,4,True,True,[-444],0.0,negative,0,80,5.358298949431628e-05,negative,True
GA_ADAPTIVE,sign_type,negative,5,True,True,[-140],0.0,negative,0,80,5.2916002459824085e-05,negative,True
GA_ADAPTIVE,sign_type,negative,6,True,True,[-107],0.0,negative,0,80,5.295799928717315e-05,negative,True
GA_ADAPTIVE,sign_type,negative,7,True,True,[-409],0.0,negative,0,80,5.270900146570057e-05,negative,True
GA_ADAPTIVE,sign_type,negative,8,True,True,[-330],0.0,negative,0,80,5.366599361877888e-05,negative,True
GA_ADAPTIVE,sign_type,negative,9,True,True,[-43],0.0,negative,0,80,5.312501161824912e-05,negative,True
GA_ADAPTIVE,sign_type,negative,10,True,True,[-448],0.0,negative,0,80,5.3333002142608166e-05,negative,True
GA_ADAPTIVE,sign_type,negative,11,True,True,[-304],0.0,negative,0,80,5.295799928717315e-05,negative,True
GA_ADAPTIVE,sign_type,negative,12,True,True,[-131],0.0,negative,0,80,5.283400241751224e-05,negative,True
GA_ADAPTIVE,sign_type,negative,13,True,True,[-110],0.0,negative,0,80,5.43750065844506e-05,negative,True
GA_ADAPTIVE,sign_type,negative,14,True,True,[-452],0.0,negative,0,80,5.570800567511469e-05,negative,True
GA_ADAPTIVE,sign_type,negative,15,True,True,[-222],0.0,negative,0,80,5.366599361877888e-05,negative,True
GA_ADAPTIVE,sign_type,negative,16,True,True,[-63],0.0,negative,0,80,5.2916991990059614e-05,negative,True
GA_ADAPTIVE,sign_type,negative,17,True,True,[-129],0.0,negative,0,80,5.387498822528869e-05,negative,True
GA_ADAPTIVE,sign_type,negative,18,True,True,[-406],0.0,negative,0,80,5.383300594985485e-05,negative,True
GA_ADAPTIVE,sign_type,negative,19,True,True,[-404],0.0,negative,0,80,5.325001257006079e-05,negative,True
GA_ADAPTIVE,sign_type,negative,20,True,True,[-64],0.0,negative,0,80,5.3625000873580575e-05,negative,True
GA_ADAPTIVE,sign_type,negative,21,True,True,[-388],0.0,negative,0,80,5.399998917710036e-05,negative,True
GA_ADAPTIVE,sign_type,negative,22,True,True,[-254],0.0,negative,0,80,5.3625000873580575e-05,negative,True
GA_ADAPTIVE,sign_type,negative,23,True,True,[-306],0.0,negative,0,80,5.312499706633389e-05,negative,True
GA_ADAPTIVE,sign_type,negative,24,True,True,[-64],0.0,negative,0,80,5.304100341163576e-05,negative,True
GA_ADAPTIVE,sign_type,negative,25,True,True,[-231],0.0,negative,0,80,5.312499706633389e-05,negative,True
GA_ADAPTIVE,sign_type,negative,26,True,True,[-173],0.0,negative,0,80,5.3167008445598185e-05,negative,True
GA_ADAPTIVE,sign_type,negative,27,True,True,[-424],0.0,negative,0,80,5.270799738354981e-05,negative,True
GA_ADAPTIVE,sign_type,negative,28,True,True,[-159],0.0,negative,0,80,5.412500468082726e-05,negative,True
GA_ADAPTIVE,sign_type,negative,29,True,True,[-75],0.0,negative,0,80,5.304098885972053e-05,negative,True
GA_ADAPTIVE,sign_type,positive,0,True,True,[1088],0.0,positive,0,80,5.483299901243299e-05,positive,True
GA_ADAPTIVE,sign_type,positive,1,True,True,[2150],0.0,positive,0,80,7.904200174380094e-05,positive,True
GA_ADAPTIVE,sign_type,positive,2,True,True,[1664],0.0,positive,0,80,5.400000372901559e-05,positive,True
GA_ADAPTIVE,sign_type,positive,3,True,True,[2587],0.0,positive,0,80,5.3750001825392246e-05,positive,True
GA_ADAPTIVE,sign_type,positive,4,True,True,[1362],0.0,positive,0,80,6.0874997870996594e-05,positive,True
GA_ADAPTIVE,sign_type,positive,5,True,True,[162],0.0,positive,0,80,5.287499516271055e-05,positive,True
GA_ADAPTIVE,sign_type,positive,6,True,True,[760],0.0,positive,0,80,5.3916999604552984e-05,positive,True
GA_ADAPTIVE,sign_type,positive,7,True,True,[2293],0.0,positive,0,80,5.308400432113558e-05,positive,True
GA_ADAPTIVE,sign_type,positive,8,True,True,[1990],0.0,positive,0,80,5.3916010074317455e-05,positive,True
GA_ADAPTIVE,sign_type,positive,9,True,True,[783],0.0,positive,0,80,5.4042000556364655e-05,positive,True
GA_ADAPTIVE,sign_type,positive,10,True,True,[1207],0.0,positive,0,80,5.2624993259087205e-05,positive,True
GA_ADAPTIVE,sign_type,positive,11,True,True,[2123],0.0,positive,0,80,5.312499706633389e-05,positive,True
GA_ADAPTIVE,sign_type,positive,12,True,True,[1703],0.0,positive,0,80,5.5083000916056335e-05,positive,True
GA_ADAPTIVE,sign_type,positive,13,True,True,[1438],0.0,positive,0,80,5.458400119096041e-05,positive,True
GA_ADAPTIVE,sign_type,positive,14,True,True,[2710],0.0,positive,0,80,5.345800309441984e-05,positive,True
GA_ADAPTIVE,sign_type,positive,15,True,True,[1997],0.0,positive,0,80,5.470799806062132e-05,positive,True
GA_ADAPTIVE,sign_type,positive,16,True,True,[2500],0.0,positive,0,80,5.4333999287337065e-05,positive,True
GA_ADAPTIVE,sign_type,positive,17,True,True,[2269],0.0,positive,0,80,5.445801070891321e-05,positive,True
GA_ADAPTIVE,sign_type,positive,18,True,True,[234],0.0,positive,0,80,5.483299901243299e-05,positive,True
GA_ADAPTIVE,sign_type,positive,19,True,True,[2248],0.0,positive,0,80,5.524999869521707e-05,positive,True
GA_ADAPTIVE,sign_type,positive,20,True,True,[1099],0.0,positive,0,80,5.4082993301562965e-05,positive,True
GA_ADAPTIVE,sign_type,positive,21,True,True,[154],0.0,positive,0,80,5.329199484549463e-05,positive,True
GA_ADAPTIVE,sign_type,positive,22,True,True,[2277],0.0,positive,0,80,5.337499896995723e-05,positive,True
GA_ADAPTIVE,sign_type,positive,23,True,True,[716],0.0,positive,0,80,5.283299833536148e-05,positive,True
GA_ADAPTIVE,sign_type,positive,24,True,True,[2488],0.0,positive,0,80,5.533300281967968e-05,positive,True
GA_ADAPTIVE,sign_type,positive,25,True,True,[715],0.0,positive,0,80,5.279199103824794e-05,positive,True
GA_ADAPTIVE,sign_type,positive,26,True,True,[1121],0.0,positive,0,80,5.887499719392508e-05,positive,True
GA_ADAPTIVE,sign_type,positive,27,True,True,[2279],0.0,positive,0,80,5.2875009714625776e-05,positive,True
GA_ADAPTIVE,sign_type,positive,28,True,True,[2229],0.0,positive,0,80,5.400000372901559e-05,positive,True
GA_ADAPTIVE,sign_type,positive,29,True,True,[1908],0.0,positive,0,80,5.370799044612795e-05,positive,True
GA_ADAPTIVE,sign_type,zero,0,True,True,[0],0.0,zero,3,320,0.0009642920049373,zero,True
GA_ADAPTIVE,sign_type,zero,1,True,True,[0],0.0,zero,9,800,0.0027654169971356,zero,True
GA_ADAPTIVE,sign_type,zero,2,True,True,[0],0.0,zero,8,720,0.0024835840013111,zero,True
GA_ADAPTIVE,sign_type,zero,3,True,True,[0],0.0,zero,6,560,0.0018542080069892,zero,True
GA_ADAPTIVE,sign_type,zero,4,True,True,[0],0.0,zero,5,480,0.0015426250029122,zero,True
GA_ADAPTIVE,sign_type,zero,5,True,True,[0],0.0,zero,6,560,0.0018514169933041,zero,True
GA_ADAPTIVE,sign_type,zero,6,True,True,[0],0.0,zero,6,560,0.0018467079935362,zero,True
GA_ADAPTIVE,sign_type,zero,7,True,True,[0],0.0,zero,5,480,0.0015478749992325,zero,True
GA_ADAPTIVE,sign_type,zero,8,True,True,[0],0.0,zero,18,1520,0.0054433750046882,zero,True
GA_ADAPTIVE,sign_type,zero,9,True,True,[0],0.0,zero,13,1120,0.0039957919943844,zero,True
GA_ADAPTIVE,sign_type,zero,10,True,True,[0],0.0,zero,8,720,0.0024510829971404,zero,True
GA_ADAPTIVE,sign_type,zero,11,True,True,[0],0.0,zero,6,560,0.0018455410026945,zero,True
GA_ADAPTIVE,sign_type,zero,12,True,True,[0],0.0,zero,8,720,0.0024641249910928,zero,True
GA_ADAPTIVE,sign_type,zero,13,True,True,[0],0.0,zero,9,800,0.0027679159975377,zero,True
GA_ADAPTIVE,sign_type,zero,14,True,True,[0],0.0,zero,7,640,0.0021431669883895,zero,True
GA_ADAPTIVE,sign_type,zero,15,True,True,[0],0.0,zero,7,640,0.0021561249886872,zero,True
GA_ADAPTIVE,sign_type,zero,16,True,True,[0],0.0,zero,3,320,0.0009484580077696,zero,True
GA_ADAPTIVE,sign_type,zero,17,True,True,[0],0.0,zero,13,1120,0.0039340829971479,zero,True
GA_ADAPTIVE,sign_type,zero,18,True,True,[0],0.0,zero,15,1280,0.004591499993694,zero,True
GA_ADAPTIVE,sign_type,zero,19,True,True,[0],0.0,zero,13,1120,0.0039896669914014,zero,True
GA_ADAPTIVE,sign_type,zero,20,True,True,[0],0.0,zero,2,240,0.0006506659992737,zero,True
GA_ADAPTIVE,sign_type,zero,21,True,True,[0],0.0,zero,4,400,0.0012653330049943,zero,True
GA_ADAPTIVE,sign_type,zero,22,True,True,[0],0.0,zero,18,1520,0.005449749995023,zero,True
GA_ADAPTIVE,sign_type,zero,23,True,True,[0],0.0,zero,8,720,0.0024547919892938,zero,True
GA_ADAPTIVE,sign_type,zero,24,True,True,[0],0.0,zero,16,1360,0.0048582919989712,zero,True
GA_ADAPTIVE,sign_type,zero,25,True,True,[0],0.0,zero,6,560,0.0018513749964768,zero,True
GA_ADAPTIVE,sign_type,zero,26,True,True,[0],0.0,zero,5,480,0.0015525000053457,zero,True
GA_ADAPTIVE,sign_type,zero,27,True,True,[0],0.0,zero,12,1040,0.0036681249912362,zero,True
GA_ADAPTIVE,sign_type,zero,28,True,True,[0],0.0,zero,4,400,0.0012476669944589,zero,True
GA_ADAPTIVE,sign_type,zero,29,True,True,[0],0.0,zero,8,720,0.0024631660053273,zero,True
GA_ADAPTIVE,string_category,empty,0,True,True,[''],0.0,empty,0,80,0.0001789170055417,empty,True
GA_ADAPTIVE,string_category,empty,1,True,True,[''],0.0,empty,0,80,0.0001770829985616,empty,True
GA_ADAPTIVE,string_category,empty,2,True,True,[''],0.0,empty,0,80,0.0001729590003378,empty,True
GA_ADAPTIVE,string_category,empty,3,True,True,[''],0.0,empty,0,80,0.0001774580014171,empty,True
GA_ADAPTIVE,string_category,empty,4,True,True,[''],0.0,empty,0,80,0.000176540997927,empty,True
GA_ADAPTIVE,string_category,empty,5,True,True,[''],0.0,empty,0,80,0.0001608750026207,empty,True
GA_ADAPTIVE,string_category,empty,6,True,True,[''],0.0,empty,0,80,0.0001794999989215,empty,True
GA_ADAPTIVE,string_category,empty,7,True,True,[''],0.0,empty,0,80,0.0001675839885137,empty,True
GA_ADAPTIVE,string_category,empty,8,True,True,[''],0.0,empty,0,80,0.0001835840084822,empty,True
GA_ADAPTIVE,string_category,empty,9,True,True,[''],0.0,empty,0,80,0.000167666003108,empty,True
GA_ADAPTIVE,string_category,empty,10,True,True,[''],0.0,empty,0,80,0.0001720000000204,empty,True
GA_ADAPTIVE,string_category,empty,11,True,True,[''],0.0,empty,0,80,0.0001712500088615,empty,True
GA_ADAPTIVE,string_category,empty,12,True,True,[''],0.0,empty,0,80,0.0001707500050542,empty,True
GA_ADAPTIVE,string_category,empty,13,True,True,[''],0.0,empty,0,80,0.0001650409976718,empty,True
GA_ADAPTIVE,string_category,empty,14,True,True,[''],0.0,empty,0,80,0.0001689170021563,empty,True
GA_ADAPTIVE,string_category,empty,15,True,True,[''],0.0,empty,0,80,0.0001721250009723,empty,True
GA_ADAPTIVE,string_category,empty,16,True,True,[''],0.0,empty,0,80,0.0001610420003999,empty,True
GA_ADAPTIVE,string_category,empty,17,True,True,[''],0.0,empty,0,80,0.000159707997227,empty,True
GA_ADAPTIVE,string_category,empty,18,True,True,[''],0.0,empty,0,80,0.0001611250045243,empty,True
GA_ADAPTIVE,string_category,empty,19,True,True,[''],0.0,empty,0,80,0.0001753749966155,empty,True
GA_ADAPTIVE,string_category,empty,20,True,True,[''],0.0,empty,0,80,0.0001697080006124,empty,True
GA_ADAPTIVE,string_category,empty,21,True,True,[''],0.0,empty,0,80,0.0001740419975249,empty,True
GA_ADAPTIVE,string_category,empty,22,True,True,[''],0.0,empty,0,80,0.0001646669988986,empty,True
GA_ADAPTIVE,string_category,empty,23,True,True,[''],0.0,empty,0,80,0.0001730410003801,empty,True
GA_ADAPTIVE,string_category,empty,24,True,True,[''],0.0,empty,0,80,0.0001685000024735,empty,True
GA_ADAPTIVE,string_category,empty,25,True,True,[''],0.0,empty,0,80,0.0001703339949017,empty,True
GA_ADAPTIVE,string_category,empty,26,True,True,[''],0.0,empty,0,80,0.0001752090029185,empty,True
GA_ADAPTIVE,string_category,empty,27,True,True,[''],0.0,empty,0,80,0.0001694579987088,empty,True
GA_ADAPTIVE,string_category,empty,28,True,True,[''],0.0,empty,0,80,0.0001644169969949,empty,True
GA_ADAPTIVE,string_category,empty,29,True,True,[''],0.0,empty,0,80,0.0001637090026633,empty,True
GA_ADAPTIVE,string_category,long_non_palindrome,0,True,True,['eqUAzjzl1U'],0.0,long_non_palindrome,0,80,0.0001595829962752,long_non_palindrome,True
GA_ADAPTIVE,string_category,long_non_palindrome,1,True,True,['JFErjA55lQs'],0.0,long_non_palindrome,0,80,0.000172082989593,long_non_palindrome,True
GA_ADAPTIVE,string_category,long_non_palindrome,2,True,True,['iqB5TvrYyv'],0.0,long_non_palindrome,0,80,0.0001591250038472,long_non_palindrome,True
GA_ADAPTIVE,string_category,long_non_palindrome,3,True,True,['MmVY2Sy'],0.0,long_non_palindrome,0,80,0.0001712090015644,long_non_palindrome,True
GA_ADAPTIVE,string_category,long_non_palindrome,4,True,True,['Ud6d9fB4XTor9T'],0.0,long_non_palindrome,0,80,0.0001761250023264,long_non_palindrome,True
GA_ADAPTIVE,string_category,long_non_palindrome,5,True,True,['YSipKuzfmn'],0.0,long_non_palindrome,0,80,0.0001757080026436,long_non_palindrome,True
GA_ADAPTIVE,string_category,long_non_palindrome,6,True,True,['MDWLHZSM'],0.0,long_non_palindrome,0,80,0.0001727920025587,long_non_palindrome,True
GA_ADAPTIVE,string_category,long_non_palindrome,7,True,True,['fgr9WHYZGO'],0.0,long_non_palindrome,0,80,0.000169332997757,long_non_palindrome,True
GA_ADAPTIVE,string_category,long_non_palindrome,8,True,True,['1I8jFeiFYvnRF'],0.0,long_non_palindrome,0,80,0.0001790420064935,long_non_palindrome,True
GA_ADAPTIVE,string_category,long_non_palindrome,9,True,True,['zK4Gnwfq'],0.0,long_non_palindrome,0,80,0.0001689589989837,long_non_palindrome,True
GA_ADAPTIVE,string_category,long_non_palindrome,10,True,True,['2k0uzZd'],0.0,long_non_palindrome,0,80,0.0001746250054566,long_non_palindrome,True
GA_ADAPTIVE,string_category,long_non_palindrome,11,True,True,['r2ZUwqzDghIaD'],0.0,long_non_palindrome,0,80,0.0001649999903747,long_non_palindrome,True
GA_ADAPTIVE,string_category,long_non_palindrome,12,True,True,['N3O5q8ciF96qmy'],0.0,long_non_palindrome,0,80,0.0001756249985191,long_non_palindrome,True
GA_ADAPTIVE,string_category,long_non_palindrome,13,True,True,['UhD7VHbmP5Hrc7'],0.0,long_non_palindrome,0,80,0.0001744170003803,long_non_palindrome,True
GA_ADAPTIVE,string_category,long_non_palindrome,14,True,True,['eqNmy7'],0.0,long_non_palindrome,0,80,0.0001778750010998,long_non_palindrome,True
GA_ADAPTIVE,string_category,long_non_palindrome,15,True,True,['hVSbgRUmoI2IZYD'],0.0,long_non_palindrome,0,80,0.0001752090029185,long_non_palindrome,True
GA_ADAPTIVE,string_category,long_non_palindrome,16,True,True,['SqbdK2IHwppV4Q2'],0.0,long_non_palindrome,0,80,0.00017545800074,long_non_palindrome,True
GA_ADAPTIVE,string_category,long_non_palindrome,17,True,True,['QERuWWRmmCSden9'],0.0,long_non_palindrome,0,80,0.0001754999975673,long_non_palindrome,True
GA_ADAPTIVE,string_category,long_non_palindrome,18,True,True,['Xqvmh4WrhHMAK'],0.0,long_non_palindrome,0,80,0.0001712079974822,long_non_palindrome,True
GA_ADAPTIVE,string_category,long_non_palindrome,19,True,True,['0J7KSpqOMp3DI'],0.0,long_non_palindrome,0,80,0.0001790420064935,long_non_palindrome,True
GA_ADAPTIVE,string_category,long_non_palindrome,20,True,True,['og4UJVQGkmckmv'],0.0,long_non_palindrome,0,80,0.000157542002853,long_non_palindrome,True
GA_ADAPTIVE,string_category,long_non_palindrome,21,True,True,['7WlaqX'],0.0,long_non_palindrome,0,80,0.0001624170108698,long_non_palindrome,True
GA_ADAPTIVE,string_category,long_non_palindrome,22,True,True,['Kwgsyl'],0.0,long_non_palindrome,0,80,0.0001679999986663,long_non_palindrome,True
GA_ADAPTIVE,string_category,long_non_palindrome,23,True,True,['MKrmEp9IBNP'],0.0,long_non_palindrome,0,80,0.0001690420031081,long_non_palindrome,True
GA_ADAPTIVE,string_category,long_non_palindrome,24,True,True,['XXLFF0p0L4'],0.0,long_non_palindrome,0,80,0.0001722080050967,long_non_palindrome,True
GA_ADAPTIVE,string_category,long_non_palindrome,25,True,True,['Azk9OPZY'],0.0,long_non_palindrome,0,80,0.0001714579993858,long_non_palindrome,True
GA_ADAPTIVE,string_category,long_non_palindrome,26,True,True,['Mq9IhpuCIYNzQ'],0.0,long_non_palindrome,0,80,0.0001702089939499,long_non_palindrome,True
GA_ADAPTIVE,string_category,long_non_palindrome,27,True,True,['PD15y2D3'],0.0,long_non_palindrome,0,80,0.0001704170135781,long_non_palindrome,True
GA_ADAPTIVE,string_category,long_non_palindrome,28,True,True,['5u6JitFDc36p'],0.0,long_non_palindrome,0,80,0.0001792919938452,long_non_palindrome,True
GA_ADAPTIVE,string_category,long_non_palindrome,29,True,True,['8V1IbNCuJb74lY'],0.0,long_non_palindrome,0,80,0.0001702080044196,long_non_palindrome,True
GA_ADAPTIVE,string_category,long_palindrome,0,False,False,['ipj0NP'],1.0,,0,8080,0.0355234169983305,long_non_palindrome,False
GA_ADAPTIVE,string_category,long_palindrome,1,False,False,['MHdym0VPM'],1.0,,0,8080,0.0354790830024285,long_non_palindrome,False
GA_ADAPTIVE,string_category,long_palindrome,2,False,False,['6ICGTRYvTINNO'],1.0,,0,8080,0.0355939170112833,long_non_palindrome,False
GA_ADAPTIVE,string_category,long_palindrome,3,False,False,['puVja7wP56tD2yi'],1.0,,0,8080,0.0355600829934701,long_non_palindrome,False
GA_ADAPTIVE,string_category,long_palindrome,4,False,False,['Fb9DNaEnHJsdFH3'],1.0,,0,8080,0.0352002920117229,long_non_palindrome,False
GA_ADAPTIVE,string_category,long_palindrome,5,False,False,['z6JQq7t9Hycz8'],1.0,,0,8080,0.0357242500031134,long_non_palindrome,False
GA_ADAPTIVE,string_category,long_palindrome,6,False,False,['VtX9MP'],1.0,,0,8080,0.0351020410016644,long_non_palindrome,False
GA_ADAPTIVE,string_category,long_palindrome,7,False,False,['e4ZS9r'],1.0,,0,8080,0.0355617079912917,long_non_palindrome,False
GA_ADAPTIVE,string_category,long_palindrome,8,False,False,['mUTn'],1.0,,0,8080,0.0354160419956315,other,False
GA_ADAPTIVE,string_category,long_palindrome,9,False,False,['ZFWJbbx2085i'],1.0,,0,8080,0.0355082919995766,long_non_palindrome,False
GA_ADAPTIVE,string_category,long_palindrome,10,False,False,['nMyE15bA'],1.0,,0,8080,0.0352184170042164,long_non_palindrome,False
GA_ADAPTIVE,string_category,long_palindrome,11,False,False,['Jy6XgU7DzWLKI'],1.0,,0,8080,0.035580415991717,long_non_palindrome,False
GA_ADAPTIVE,string_category,long_palindrome,12,False,False,['43ENw1AZru08yG'],1.0,,0,8080,0.035605665994808,long_non_palindrome,False
GA_ADAPTIVE,string_category,long_palindrome,13,False,False,['CzVk2sLQP'],1.0,,0,8080,0.0354015420016367,long_non_palindrome,False
GA_ADAPTIVE,string_category,long_palindrome,14,False,False,['GXwssCwfV'],1.0,,0,8080,0.0354080830002203,long_non_palindrome,False
GA_ADAPTIVE,string_category,long_palindrome,15,False,False,['hWEqPZ'],1.0,,0,8080,0.0354514159989776,long_non_palindrome,False
GA_ADAPTIVE,string_category,long_palindrome,16,False,False,['UoUHDq7Pv3X3'],1.0,,0,8080,0.0355723329994361,long_non_palindrome,False
GA_ADAPTIVE,string_category,long_palindrome,17,False,False,['7Mtbv'],1.0,,0,8080,0.0355726249981671,other,False
GA_ADAPTIVE,string_category,long_palindrome,18,False,False,['b1OjSnwtDmXK5Fb'],1.0,,0,8080,0.0352363330021034,long_non_palindrome,False
GA_ADAPTIVE,string_category,long_palindrome,19,False,False,['8qncBP9Ujy'],1.0,,0,8080,0.0354588339978363,long_non_palindrome,False
GA_ADAPTIVE,string_category,long_palindrome,20,False,False,['XF3vpEc3p'],1.0,,0,8080,0.0354613749950658,long_non_palindrome,False
GA_ADAPTIVE,string_category,long_palindrome,21,False,False,['bR8f9S98'],1.0,,0,8080,0.0354557920072693,long_non_palindrome,False
GA_ADAPTIVE,string_category,long_palindrome,22,False,False,['1S6W70j'],1.0,,0,8080,0.0356866670044837,long_non_palindrome,False
GA_ADAPTIVE,string_category,long_palindrome,23,True,True,['8O1O8'],0.0,long_palindrome,91,7360,0.0326147500018123,long_palindrome,True
GA_ADAPTIVE,string_category,long_palindrome,24,False,False,['pbqL4vwdozAM'],1.0,,0,8080,0.0356732910004211,long_non_palindrome,False
GA_ADAPTIVE,string_category,long_palindrome,25,False,False,['q7rIMQav3'],1.0,,0,8080,0.0355204160005087,long_non_palindrome,False
GA_ADAPTIVE,string_category,long_palindrome,26,False,False,['bVh08jdBNK'],1.0,,0,8080,0.0355609170073876,long_non_palindrome,False
GA_ADAPTIVE,string_category,long_palindrome,27,False,False,['xxWm3fNkq'],1.0,,0,8080,0.035441375002847,long_non_palindrome,False
GA_ADAPTIVE,string_category,long_palindrome,28,True,True,['qffq'],0.0,long_palindrome,27,2240,0.0090892919979523,long_palindrome,True
GA_ADAPTIVE,string_category,long_palindrome,29,False,False,['6MeoLEv3O'],1.0,,0,8080,0.0357924999989336,long_non_palindrome,False
GA_ADAPTIVE,string_category,other,0,True,True,['sBmiU'],0.0,other,0,80,0.0001726250047795,other,True
GA_ADAPTIVE,string_category,other,1,True,True,['brK6v'],0.0,other,0,80,0.0001733329991111,other,True
GA_ADAPTIVE,string_category,other,2,True,True,['ZbvfH'],0.0,other,0,80,0.000170707993675,other,True
GA_ADAPTIVE,string_category,other,3,True,True,['iz'],0.0,other,0,80,0.0001702919980743,other,True
GA_ADAPTIVE,string_category,other,4,True,True,['f5lj7'],0.0,other,0,80,0.0001700830034678,other,True
GA_ADAPTIVE,string_category,other,5,True,True,['MLbon'],0.0,other,0,80,0.0001805419888114,other,True
GA_ADAPTIVE,string_category,other,6,True,True,['h9y'],0.0,other,0,80,0.0001740840089041,other,True
GA_ADAPTIVE,string_category,other,7,True,True,['iy'],0.0,other,0,80,0.000167500009411,other,True
GA_ADAPTIVE,string_category,other,8,True,True,['iVER6'],0.0,other,0,80,0.000172999993083,other,True
GA_ADAPTIVE,string_category,other,9,True,True,['jLK1i'],0.0,other,0,80,0.000163832999533,other,True
GA_ADAPTIVE,string_category,other,10,True,True,['5pSBh'],0.0,other,0,80,0.0001700829889159,other,True
GA_ADAPTIVE,string_category,other,11,True,True,['CwMbS'],0.0,other,0,80,0.0001774160045897,other,True
GA_ADAPTIVE,string_category,other,12,True,True,['NcbR'],0.0,other,0,80,0.0001733749959385,other,True
GA_ADAPTIVE,string_category,other,13,True,True,['vZuWK'],0.0,other,0,80,0.0001622500130906,other,True
GA_ADAPTIVE,string_category,other,14,True,True,['DWxc'],0.0,other,0,80,0.0001685409952187,other,True
GA_ADAPTIVE,string_category,other,15,True,True,['fn7'],0.0,other,0,80,0.0001674160012044,other,True
GA_ADAPTIVE,string_category,other,16,True,True,['Fo1WM'],0.0,other,0,80,0.0001770420058164,other,True
GA_ADAPTIVE,string_category,other,17,True,True,['wW'],0.0,other,0,80,0.0001782500039553,other,True
GA_ADAPTIVE,string_category,other,18,True,True,['jby'],0.0,other,0,80,0.0001725000038277,other,True
GA_ADAPTIVE,string_category,other,19,True,True,['LU'],0.0,other,0,80,0.0001824589999159,other,True
GA_ADAPTIVE,string_category,other,20,True,True,['nSb'],0.0,other,0,80,0.0001772079995134,other,True
GA_ADAPTIVE,string_category,other,21,True,True,['mjSa'],0.0,other,0,80,0.0001635420048842,other,True
